Entity,Code,Year,Population - Sex: all - Age: all - Variant: medium,Population - Sex: all - Age: all - Variant: medium
Bulgaria,BGR,2060,4656320,4926390
Bulgaria,BGR,2061,4602566,4878499
Bulgaria,BGR,2062,4548759,4830915
Bulgaria,BGR,2063,4494991,4783588
Bulgaria,BGR,2064,4441385,4736312
Bulgaria,BGR,2065,4388026,4689244
Bulgaria,BGR,2066,4334997,4642624
Bulgaria,BGR,2067,4282457,4596680
Bulgaria,BGR,2068,4230484,4551626
Bulgaria,BGR,2069,4179154,4507405
Bulgaria,BGR,2070,4128494,4463715
Bulgaria,BGR,2071,4078522,4420785
Bulgaria,BGR,2072,4029343,4378832
Bulgaria,BGR,2073,3981019,4337611
Bulgaria,BGR,2074,3933589,4297014
Bulgaria,BGR,2075,3887060,4257604
Bulgaria,BGR,2076,3841514,4219621
Bulgaria,BGR,2077,3796893,4182538
Bulgaria,BGR,2078,3753153,4146351
Bulgaria,BGR,2079,3710297,4111021
Bulgaria,BGR,2080,3668350,4076463
Bulgaria,BGR,2081,3627284,4043366
Bulgaria,BGR,2082,3587078,4011527
Bulgaria,BGR,2083,3547709,3980550
Bulgaria,BGR,2084,3509159,3950391
Bulgaria,BGR,2085,3471359,3920956
Bulgaria,BGR,2086,3434301,3892419
Bulgaria,BGR,2087,3397963,3864748
Bulgaria,BGR,2088,3362213,3837898
Bulgaria,BGR,2089,3326886,3811652
Bulgaria,BGR,2090,3291920,3785855
Bulgaria,BGR,2091,3257183,3760387
Bulgaria,BGR,2092,3222522,3735004
Bulgaria,BGR,2093,3187900,3709663
Bulgaria,BGR,2094,3153303,3684340
Bulgaria,BGR,2095,3118635,3659091
Bulgaria,BGR,2096,3083871,3633683
Bulgaria,BGR,2097,3048963,3608077
Bulgaria,BGR,2098,3013887,3582561
Bulgaria,BGR,2099,2978712,3556973
Bulgaria,BGR,2100,2943539,3531198
Burkina Faso,BFA,2022,22673764,
Burkina Faso,BFA,2023,23251490,
Burkina Faso,BFA,2024,23840248,23548782
Burkina Faso,BFA,2025,24436928,24074582
Burkina Faso,BFA,2026,25040396,24601697
Burkina Faso,BFA,2027,25650898,25130913
Burkina Faso,BFA,2028,26267784,25661939
Burkina Faso,BFA,2029,26892092,26194610
Burkina Faso,BFA,2030,27523572,26730318
Burkina Faso,BFA,2031,28160688,27270866
Burkina Faso,BFA,2032,28803228,27815175
Burkina Faso,BFA,2033,29451320,28363851
Burkina Faso,BFA,2034,30104228,28916947
Burkina Faso,BFA,2035,30759542,29469752
Burkina Faso,BFA,2036,31416266,30019875
Burkina Faso,BFA,2037,32074086,30567565
Burkina Faso,BFA,2038,32733322,31112528
Burkina Faso,BFA,2039,33392212,31654872
Burkina Faso,BFA,2040,34050744,32193645
Burkina Faso,BFA,2041,34710916,32728839
Burkina Faso,BFA,2042,35368936,33260949
Burkina Faso,BFA,2043,36023132,33788602
Burkina Faso,BFA,2044,36675196,34311738
Burkina Faso,BFA,2045,37324988,34829695
Burkina Faso,BFA,2046,37971748,35339506
Burkina Faso,BFA,2047,38617150,35842182
Burkina Faso,BFA,2048,39262200,36336704
Burkina Faso,BFA,2049,39903788,36823431
Burkina Faso,BFA,2050,40541550,37304388
Burkina Faso,BFA,2051,41175396,37777227
Burkina Faso,BFA,2052,41803800,38242572
Burkina Faso,BFA,2053,42428170,38701583
Burkina Faso,BFA,2054,43046904,39152195
Burkina Faso,BFA,2055,43658230,39594571
Burkina Faso,BFA,2056,44263628,40029938
Burkina Faso,BFA,2057,44862056,40459359
Burkina Faso,BFA,2058,45453290,40882719
Burkina Faso,BFA,2059,46037584,41296894
Burkina Faso,BFA,2060,46613410,41703265
Burkina Faso,BFA,2061,47184790,42104627
Burkina Faso,BFA,2062,47752736,42497034
Burkina Faso,BFA,2063,48314316,42879261
Burkina Faso,BFA,2064,48869784,43255065
Burkina Faso,BFA,2065,49416780,43621042
Burkina Faso,BFA,2066,49954640,43977058
Burkina Faso,BFA,2067,50483364,44325778
Burkina Faso,BFA,2068,51002516,44665710
Burkina Faso,BFA,2069,51513080,44996493
Burkina Faso,BFA,2070,52013460,45317076
Burkina Faso,BFA,2071,52502030,45627050
Burkina Faso,BFA,2072,52980176,45928079
Burkina Faso,BFA,2073,53449356,46220201
Burkina Faso,BFA,2074,53906530,46499300
Burkina Faso,BFA,2075,54349564,46763511
Burkina Faso,BFA,2076,54779924,47017350
Burkina Faso,BFA,2077,55197964,47261633
Burkina Faso,BFA,2078,55604548,47491506
Burkina Faso,BFA,2079,56001080,47706652
Burkina Faso,BFA,2080,56387240,47909730
Burkina Faso,BFA,2081,56758550,48101232
Burkina Faso,BFA,2082,57116824,48280451
Burkina Faso,BFA,2083,57463760,48448864
Burkina Faso,BFA,2084,57798216,48606404
Burkina Faso,BFA,2085,58121570,48752493
Burkina Faso,BFA,2086,58431836,48888622
Burkina Faso,BFA,2087,58727156,49016577
Burkina Faso,BFA,2088,59010180,49135258
Burkina Faso,BFA,2089,59280904,49242230
Burkina Faso,BFA,2090,59539308,49338639
Burkina Faso,BFA,2091,59785708,49423431
Burkina Faso,BFA,2092,60020910,49500273
Burkina Faso,BFA,2093,60247676,49570114
Burkina Faso,BFA,2094,60464228,49630281
Burkina Faso,BFA,2095,60669116,49681955
Burkina Faso,BFA,2096,60864216,49728795
Burkina Faso,BFA,2097,61049508,49771490
Burkina Faso,BFA,2098,61223140,49806208
Burkina Faso,BFA,2099,61386264,49833585
Burkina Faso,BFA,2100,61539296,49854237
Burundi,BDI,2022,12889583,
Burundi,BDI,2023,13238559,
Burundi,BDI,2024,13591661,14047788
Burundi,BDI,2025,13948142,14390015
Burundi,BDI,2026,14307816,14729163
Burundi,BDI,2027,14673013,15076979
Burundi,BDI,2028,15043650,15444022
Burundi,BDI,2029,15419304,15815856
Burundi,BDI,2030,15800532,16182016
Burundi,BDI,2031,16187392,16555036
Burundi,BDI,2032,16580039,16935234
Burundi,BDI,2033,16979764,17317638
Burundi,BDI,2034,17386446,17700811
Burundi,BDI,2035,17799746,18085841
Burundi,BDI,2036,18217326,18483052
Burundi,BDI,2037,18639034,18893264
Burundi,BDI,2038,19066068,19305534
Burundi,BDI,2039,19496108,19718524
Burundi,BDI,2040,19928152,20131322
Burundi,BDI,2041,20361598,20537561
Burundi,BDI,2042,20794880,20951561
Burundi,BDI,2043,21227304,21370848
Burundi,BDI,2044,21659446,21785699
Burundi,BDI,2045,22090726,22197892
Burundi,BDI,2046,22521094,22586216
Burundi,BDI,2047,22949640,22970057
Burundi,BDI,2048,23374038,23358502
Burundi,BDI,2049,23793822,23748951
Burundi,BDI,2050,24208664,24131720
Burundi,BDI,2051,24618374,24498529
Burundi,BDI,2052,25025720,24871153
Burundi,BDI,2053,25430854,25245545
Burundi,BDI,2054,25832090,25619874
Burundi,BDI,2055,26228500,25984930
Burundi,BDI,2056,26621888,26343382
Burundi,BDI,2057,27012202,26695957
Burundi,BDI,2058,27397600,27038598
Burundi,BDI,2059,27778950,27384215
Burundi,BDI,2060,28157360,27730969
Burundi,BDI,2061,28532614,28076069
Burundi,BDI,2062,28905044,28421073
Burundi,BDI,2063,29276646,28759216
Burundi,BDI,2064,29648040,29095184
Burundi,BDI,2065,30018390,29449564
Burundi,BDI,2066,30386202,29807605
Burundi,BDI,2067,30752354,30158822
Burundi,BDI,2068,31116830,30505797
Burundi,BDI,2069,31476576,30843196
Burundi,BDI,2070,31830626,31182956
Burundi,BDI,2071,32179904,31506405
Burundi,BDI,2072,32522746,31818371
Burundi,BDI,2073,32860452,32138560
Burundi,BDI,2074,33194056,32450611
Burundi,BDI,2075,33522348,32760372
Burundi,BDI,2076,33843628,33059259
Burundi,BDI,2077,34157144,33354540
Burundi,BDI,2078,34464492,33650365
Burundi,BDI,2079,34764730,33929287
Burundi,BDI,2080,35058276,34187556
Burundi,BDI,2081,35345590,34443600
Burundi,BDI,2082,35624770,34704073
Burundi,BDI,2083,35895830,34938908
Burundi,BDI,2084,36158610,35161170
Burundi,BDI,2085,36412716,35393142
Burundi,BDI,2086,36657932,35615851
Burundi,BDI,2087,36895450,35813564
Burundi,BDI,2088,37126060,36010790
Burundi,BDI,2089,37348320,36216272
Burundi,BDI,2090,37562756,36403372
Burundi,BDI,2091,37770028,36570008
Burundi,BDI,2092,37971372,36733614
Burundi,BDI,2093,38167028,36895772
Burundi,BDI,2094,38357056,37063887
Burundi,BDI,2095,38541280,37221705
Burundi,BDI,2096,38719908,37359559
Burundi,BDI,2097,38893770,37495698
Burundi,BDI,2098,39063360,37634311
Burundi,BDI,2099,39228492,37763563
Burundi,BDI,2100,39388470,37873956
Cambodia,KHM,2022,16767851,
Cambodia,KHM,2023,16944830,
Cambodia,KHM,2024,17121848,17638804
Cambodia,KHM,2025,17293534,17847978
Cambodia,KHM,2026,17460068,18051217
Cambodia,KHM,2027,17621658,18250141
Cambodia,KHM,2028,17779078,18446774
Cambodia,KHM,2029,17933486,18639401
Cambodia,KHM,2030,18084244,18827385
Cambodia,KHM,2031,18231390,19012053
Cambodia,KHM,2032,18375252,19193352
Cambodia,KHM,2033,18515540,19371580
Cambodia,KHM,2034,18652908,19546874
Cambodia,KHM,2035,18787212,19720139
Cambodia,KHM,2036,18917438,19889529
Cambodia,KHM,2037,19043904,20055501
Cambodia,KHM,2038,19166240,20220803
Cambodia,KHM,2039,19283612,20382861
Cambodia,KHM,2040,19396434,20540680
Cambodia,KHM,2041,19504774,20695383
Cambodia,KHM,2042,19608518,20848374
Cambodia,KHM,2043,19707544,20998541
Cambodia,KHM,2044,19801362,21144576
Cambodia,KHM,2045,19889964,21286234
Cambodia,KHM,2046,19973588,21424343
Cambodia,KHM,2047,20052512,21558220
Cambodia,KHM,2048,20126274,21687191
Cambodia,KHM,2049,20194554,21812189
Cambodia,KHM,2050,20258440,21931456
Cambodia,KHM,2051,20318234,22045832
Cambodia,KHM,2052,20373952,22155643
Cambodia,KHM,2053,20426042,22259419
Cambodia,KHM,2054,20474594,22358451
Cambodia,KHM,2055,20519574,22452160
Cambodia,KHM,2056,20561128,22540620
Cambodia,KHM,2057,20599182,22625413
Cambodia,KHM,2058,20633986,22706121
Cambodia,KHM,2059,20665580,22781993
Cambodia,KHM,2060,20693618,22852984
Cambodia,KHM,2061,20718212,22918441
Cambodia,KHM,2062,20739282,22977432
Cambodia,KHM,2063,20756710,23031333
Cambodia,KHM,2064,20770030,23082379
Cambodia,KHM,2065,20779346,23127852
Cambodia,KHM,2066,20784998,23168696
Cambodia,KHM,2067,20786770,23207957
Cambodia,KHM,2068,20784000,23242406
Cambodia,KHM,2069,20776460,23271425
Cambodia,KHM,2070,20764504,23296114
Cambodia,KHM,2071,20748380,23317478
Cambodia,KHM,2072,20727966,23336579
Cambodia,KHM,2073,20703642,23351638
Cambodia,KHM,2074,20676156,23363973
Cambodia,KHM,2075,20644894,23373134
Cambodia,KHM,2076,20610182,23379783
Cambodia,KHM,2077,20572340,23385530
Cambodia,KHM,2078,20531214,23387216
Cambodia,KHM,2079,20487452,23384649
Cambodia,KHM,2080,20441202,23379538
Cambodia,KHM,2081,20392850,23373534
Cambodia,KHM,2082,20342998,23366459
Cambodia,KHM,2083,20291332,23356263
Cambodia,KHM,2084,20237990,23341553
Cambodia,KHM,2085,20182864,23324012
Cambodia,KHM,2086,20126190,23304191
Cambodia,KHM,2087,20068054,23281150
Cambodia,KHM,2088,20008084,23257251
Cambodia,KHM,2089,19946336,23229900
Cambodia,KHM,2090,19882276,23198285
Cambodia,KHM,2091,19816058,23166444
Cambodia,KHM,2092,19747860,23131652
Cambodia,KHM,2093,19677202,23092840
Cambodia,KHM,2094,19604326,23050681
Cambodia,KHM,2095,19529258,23006633
Cambodia,KHM,2096,19451748,22960051
Cambodia,KHM,2097,19371848,22908591
Cambodia,KHM,2098,19289508,22853599
Cambodia,KHM,2099,19205038,22797220
Cambodia,KHM,2100,19118806,22738860
Cameroon,CMR,2022,27914542,
Cameroon,CMR,2023,28647294,
Cameroon,CMR,2024,29394436,29123748
Cameroon,CMR,2025,30150784,29879340
Cameroon,CMR,2026,30914482,30640816
Cameroon,CMR,2027,31686362,31410383
Cameroon,CMR,2028,32466456,32190671
Cameroon,CMR,2029,33255404,32979281
Cameroon,CMR,2030,34051104,33777188
Cameroon,CMR,2031,34852736,34584124
Cameroon,CMR,2032,35661604,35399673
Cameroon,CMR,2033,36480532,36223487
Cameroon,CMR,2034,37308730,37054809
Cameroon,CMR,2035,38142788,37893823
Cameroon,CMR,2036,38983910,38742466
Cameroon,CMR,2037,39833668,39600376
Cameroon,CMR,2038,40690720,40463014
Cameroon,CMR,2039,41554156,41332847
Cameroon,CMR,2040,42424028,42208006
Cameroon,CMR,2041,43298304,43089982
Cameroon,CMR,2042,44174770,43976022
Cameroon,CMR,2043,45054824,44857802
Cameroon,CMR,2044,45938572,45741476
Cameroon,CMR,2045,46825268,46629042
Cameroon,CMR,2046,47716030,47519035
Cameroon,CMR,2047,48606956,48413784
Cameroon,CMR,2048,49497460,49308771
Cameroon,CMR,2049,50390180,50203275
Cameroon,CMR,2050,51279564,51096324
Cameroon,CMR,2051,52162740,51989014
Cameroon,CMR,2052,53045284,52885714
Cameroon,CMR,2053,53927990,53780181
Cameroon,CMR,2054,54807308,54670867
Cameroon,CMR,2055,55681664,55557083
Cameroon,CMR,2056,56550652,56438112
Cameroon,CMR,2057,57418604,57320855
Cameroon,CMR,2058,58282590,58204682
Cameroon,CMR,2059,59139380,59084929
Cameroon,CMR,2060,59993344,59960893
Cameroon,CMR,2061,60843936,60830910
Cameroon,CMR,2062,61687860,61695073
Cameroon,CMR,2063,62526444,62554749
Cameroon,CMR,2064,63365064,63411696
Cameroon,CMR,2065,64199452,64266379
Cameroon,CMR,2066,65025564,65117251
Cameroon,CMR,2067,65843856,65962219
Cameroon,CMR,2068,66654856,66799153
Cameroon,CMR,2069,67458450,67630712
Cameroon,CMR,2070,68255120,68458223
Cameroon,CMR,2071,69045576,69281005
Cameroon,CMR,2072,69825704,70100396
Cameroon,CMR,2073,70598504,70912208
Cameroon,CMR,2074,71362904,71716680
Cameroon,CMR,2075,72118050,72513578
Cameroon,CMR,2076,72864710,73296754
Cameroon,CMR,2077,73599160,74071099
Cameroon,CMR,2078,74323740,74837848
Cameroon,CMR,2079,75037970,75593960
Cameroon,CMR,2080,75738640,76344369
Cameroon,CMR,2081,76427170,77085035
Cameroon,CMR,2082,77102700,77810055
Cameroon,CMR,2083,77767976,78523928
Cameroon,CMR,2084,78425176,79226078
Cameroon,CMR,2085,79067780,79916768
Cameroon,CMR,2086,79697384,80595175
Cameroon,CMR,2087,80316600,81262718
Cameroon,CMR,2088,80924130,81920827
Cameroon,CMR,2089,81517090,82567875
Cameroon,CMR,2090,82094740,83203327
Cameroon,CMR,2091,82655660,83825942
Cameroon,CMR,2092,83199880,84434007
Cameroon,CMR,2093,83732060,85029323
Cameroon,CMR,2094,84255120,85616515
Cameroon,CMR,2095,84765060,86190169
Cameroon,CMR,2096,85256970,86750798
Cameroon,CMR,2097,85736056,87301729
Cameroon,CMR,2098,86201650,87838655
Cameroon,CMR,2099,86653290,88362382
Cameroon,CMR,2100,87093220,88875686
Canada,CAN,2022,38454330,
Canada,CAN,2023,38781290,
Canada,CAN,2024,39107050,39742428
Canada,CAN,2025,39431452,40126729
Canada,CAN,2026,39753770,40467726
Canada,CAN,2027,40071430,40782233
Canada,CAN,2028,40385876,41085504
Canada,CAN,2029,40697516,41376294
Canada,CAN,2030,41008600,41655587
Canada,CAN,2031,41319870,41928614
Canada,CAN,2032,41626320,42191766
Canada,CAN,2033,41926290,42438026
Canada,CAN,2034,42218810,42676475
Canada,CAN,2035,42503204,42905262
Canada,CAN,2036,42780164,43124450
Canada,CAN,2037,43051172,43343002
Canada,CAN,2038,43315596,43555947
Canada,CAN,2039,43572770,43759362
Canada,CAN,2040,43822972,43951419
Canada,CAN,2041,44062270,44137905
Canada,CAN,2042,44290530,44321950
Canada,CAN,2043,44510984,44501141
Canada,CAN,2044,44724548,44675806
Canada,CAN,2045,44932170,44850090
Canada,CAN,2046,45134170,45016754
Canada,CAN,2047,45330644,45173483
Canada,CAN,2048,45521680,45329223
Canada,CAN,2049,45708260,45476945
Canada,CAN,2050,45890820,45621880
Canada,CAN,2051,46068624,45771460
Canada,CAN,2052,46243960,45922955
Canada,CAN,2053,46418610,46071011
Canada,CAN,2054,46591932,46213218
Canada,CAN,2055,46763896,46357073
Canada,CAN,2056,46936016,46504141
Canada,CAN,2057,47109540,46655785
Canada,CAN,2058,47284350,46816191
Canada,CAN,2059,47460230,46982137
Canada,CAN,2060,47637600,47145292
Canada,CAN,2061,47818580,47309915
Canada,CAN,2062,48002080,47481923
Canada,CAN,2063,48186584,47656825
Canada,CAN,2064,48373230,47829976
Canada,CAN,2065,48562188,48002032
Canada,CAN,2066,48752680,48174159
Canada,CAN,2067,48943500,48350942
Canada,CAN,2068,49133876,48525237
Canada,CAN,2069,49323236,48692305
Canada,CAN,2070,49510910,48857803
Canada,CAN,2071,49696110,49022935
Canada,CAN,2072,49878412,49187295
Canada,CAN,2073,50058210,49346190
Canada,CAN,2074,50235440,49501803
Canada,CAN,2075,50408170,49661526
Canada,CAN,2076,50575628,49826111
Canada,CAN,2077,50738644,49984252
Canada,CAN,2078,50897360,50140225
Canada,CAN,2079,51052190,50297171
Canada,CAN,2080,51202532,50449256
Canada,CAN,2081,51348900,50606319
Canada,CAN,2082,51492028,50759611
Canada,CAN,2083,51632496,50910756
Canada,CAN,2084,51770452,51064690
Canada,CAN,2085,51904990,51211736
Canada,CAN,2086,52037320,51357624
Canada,CAN,2087,52168310,51502219
Canada,CAN,2088,52297520,51658548
Canada,CAN,2089,52425428,51815706
Canada,CAN,2090,52552744,51956740
Canada,CAN,2091,52680580,52105249
Canada,CAN,2092,52810050,52259693
Canada,CAN,2093,52941160,52414811
Canada,CAN,2094,53074210,52573700
Canada,CAN,2095,53208812,52734104
Canada,CAN,2096,53344644,52898268
Canada,CAN,2097,53482772,53074355
Canada,CAN,2098,53622292,53258349
Canada,CAN,2099,53762160,53436909
Canada,CAN,2100,53903776,53612233
Cape Verde,CPV,2022,593162,
Cape Verde,CPV,2023,598691,
Cape Verde,CPV,2024,604471,524877
Cape Verde,CPV,2025,610215,527332
Cape Verde,CPV,2026,615957,529641
Cape Verde,CPV,2027,621724,531875
Cape Verde,CPV,2028,627473,534120
Cape Verde,CPV,2029,633180,536345
Cape Verde,CPV,2030,638844,538619
Cape Verde,CPV,2031,644438,540771
Cape Verde,CPV,2032,649960,542803
Cape Verde,CPV,2033,655430,544769
Cape Verde,CPV,2034,660780,546655
Cape Verde,CPV,2035,666036,548595
Cape Verde,CPV,2036,671177,550482
Cape Verde,CPV,2037,676193,552295
Cape Verde,CPV,2038,681047,554087
Cape Verde,CPV,2039,685742,555803
Cape Verde,CPV,2040,690290,557377
Cape Verde,CPV,2041,694700,558820
Cape Verde,CPV,2042,698967,560140
Cape Verde,CPV,2043,703087,561351
Cape Verde,CPV,2044,707065,562469
Cape Verde,CPV,2045,710876,563485
Cape Verde,CPV,2046,714533,564358
Cape Verde,CPV,2047,718036,565019
Cape Verde,CPV,2048,721363,565513
Cape Verde,CPV,2049,724500,565898
Cape Verde,CPV,2050,727457,566142
Cape Verde,CPV,2051,730253,566202
Cape Verde,CPV,2052,732874,566149
Cape Verde,CPV,2053,735337,565918
Cape Verde,CPV,2054,737653,565413
Cape Verde,CPV,2055,739812,564666
Cape Verde,CPV,2056,741794,563788
Cape Verde,CPV,2057,743619,562745
Cape Verde,CPV,2058,745247,561509
Cape Verde,CPV,2059,746697,560057
Cape Verde,CPV,2060,747968,558433
Cape Verde,CPV,2061,749053,556657
Cape Verde,CPV,2062,749949,554682
Cape Verde,CPV,2063,750668,552578
Cape Verde,CPV,2064,751195,550404
Cape Verde,CPV,2065,751512,548118
Cape Verde,CPV,2066,751604,545634
Cape Verde,CPV,2067,751484,542946
Cape Verde,CPV,2068,751134,540172
Cape Verde,CPV,2069,750593,537334
Cape Verde,CPV,2070,749828,534406
Cape Verde,CPV,2071,748850,531507
Cape Verde,CPV,2072,747659,528566
Cape Verde,CPV,2073,746281,525473
Cape Verde,CPV,2074,744725,522291
Cape Verde,CPV,2075,742986,518979
Cape Verde,CPV,2076,741061,515552
Cape Verde,CPV,2077,738942,512086
Cape Verde,CPV,2078,736652,508547
Cape Verde,CPV,2079,734221,504880
Cape Verde,CPV,2080,731628,501055
Cape Verde,CPV,2081,728911,497142
Cape Verde,CPV,2082,726080,493160
Cape Verde,CPV,2083,723166,489166
Cape Verde,CPV,2084,720143,485117
Cape Verde,CPV,2085,717038,480959
Cape Verde,CPV,2086,713881,476787
Cape Verde,CPV,2087,710668,472598
Cape Verde,CPV,2088,707383,468377
Cape Verde,CPV,2089,704079,464071
Cape Verde,CPV,2090,700776,459739
Cape Verde,CPV,2091,697470,455443
Cape Verde,CPV,2092,694136,451171
Cape Verde,CPV,2093,690788,446843
Cape Verde,CPV,2094,687459,442510
Cape Verde,CPV,2095,684105,438188
Cape Verde,CPV,2096,680757,433905
Cape Verde,CPV,2097,677402,429647
Cape Verde,CPV,2098,674041,425426
Cape Verde,CPV,2099,670697,421194
Cape Verde,CPV,2100,667370,416946
Cayman Islands,CYM,2022,68722,
Cayman Islands,CYM,2023,69330,
Cayman Islands,CYM,2024,69902,74476
Cayman Islands,CYM,2025,70467,75862
Cayman Islands,CYM,2026,70995,77216
Cayman Islands,CYM,2027,71507,78553
Cayman Islands,CYM,2028,71998,79872
Cayman Islands,CYM,2029,72452,81167
Cayman Islands,CYM,2030,72880,82433
Cayman Islands,CYM,2031,73278,83697
Cayman Islands,CYM,2032,73655,84936
Cayman Islands,CYM,2033,73998,86147
Cayman Islands,CYM,2034,74310,87342
Cayman Islands,CYM,2035,74601,88479
Cayman Islands,CYM,2036,74881,89618
Cayman Islands,CYM,2037,75128,90764
Cayman Islands,CYM,2038,75360,91891
Cayman Islands,CYM,2039,75574,93007
Cayman Islands,CYM,2040,75780,94126
Cayman Islands,CYM,2041,75978,95231
Cayman Islands,CYM,2042,76167,96311
Cayman Islands,CYM,2043,76350,97377
Cayman Islands,CYM,2044,76535,98412
Cayman Islands,CYM,2045,76728,99396
Cayman Islands,CYM,2046,76925,100355
Cayman Islands,CYM,2047,77117,101283
Cayman Islands,CYM,2048,77301,102215
Cayman Islands,CYM,2049,77478,103102
Cayman Islands,CYM,2050,77652,103970
Cayman Islands,CYM,2051,77800,104852
Cayman Islands,CYM,2052,77934,105656
Cayman Islands,CYM,2053,78041,106394
Cayman Islands,CYM,2054,78124,107115
Cayman Islands,CYM,2055,78179,107815
Cayman Islands,CYM,2056,78208,108519
Cayman Islands,CYM,2057,78215,109152
Cayman Islands,CYM,2058,78187,109706
Cayman Islands,CYM,2059,78131,110247
Cayman Islands,CYM,2060,78075,110746
Cayman Islands,CYM,2061,77990,111187
Cayman Islands,CYM,2062,77902,111600
Cayman Islands,CYM,2063,77793,111988
Cayman Islands,CYM,2064,77679,112335
Cayman Islands,CYM,2065,77559,112646
Cayman Islands,CYM,2066,77428,112934
Cayman Islands,CYM,2067,77303,113236
Cayman Islands,CYM,2068,77168,113559
Cayman Islands,CYM,2069,77038,113874
Cayman Islands,CYM,2070,76899,114166
Cayman Islands,CYM,2071,76772,114445
Cayman Islands,CYM,2072,76660,114710
Cayman Islands,CYM,2073,76544,114949
Cayman Islands,CYM,2074,76437,115149
Cayman Islands,CYM,2075,76350,115344
Cayman Islands,CYM,2076,76282,115517
Cayman Islands,CYM,2077,76225,115716
Cayman Islands,CYM,2078,76191,115891
Cayman Islands,CYM,2079,76174,116035
Cayman Islands,CYM,2080,76177,116172
Cayman Islands,CYM,2081,76202,116305
Cayman Islands,CYM,2082,76255,116454
Cayman Islands,CYM,2083,76317,116604
Cayman Islands,CYM,2084,76397,116761
Cayman Islands,CYM,2085,76499,116916
Cayman Islands,CYM,2086,76619,117049
Cayman Islands,CYM,2087,76746,117171
Cayman Islands,CYM,2088,76885,117283
Cayman Islands,CYM,2089,77028,117376
Cayman Islands,CYM,2090,77179,117503
Cayman Islands,CYM,2091,77332,117664
Cayman Islands,CYM,2092,77491,117802
Cayman Islands,CYM,2093,77660,117901
Cayman Islands,CYM,2094,77826,117983
Cayman Islands,CYM,2095,77988,118048
Cayman Islands,CYM,2096,78150,118097
Cayman Islands,CYM,2097,78300,118134
Cayman Islands,CYM,2098,78445,118132
Cayman Islands,CYM,2099,78587,118090
Cayman Islands,CYM,2100,78731,118034
Central African Republic,CAF,2022,5579148,
Central African Republic,CAF,2023,5742320,
Central African Republic,CAF,2024,5915631,5330692
Central African Republic,CAF,2025,6097455,5513287
Central African Republic,CAF,2026,6286951,5698990
Central African Republic,CAF,2027,6483414,5888128
Central African Republic,CAF,2028,6685714,6082468
Central African Republic,CAF,2029,6892984,6279730
Central African Republic,CAF,2030,7104276,6478252
Central African Republic,CAF,2031,7318811,6680055
Central African Republic,CAF,2032,7535940,6884145
Central African Republic,CAF,2033,7755425,7089447
Central African Republic,CAF,2034,7977065,7296250
Central African Republic,CAF,2035,8200176,7502585
Central African Republic,CAF,2036,8423555,7707567
Central African Republic,CAF,2037,8646903,7911635
Central African Republic,CAF,2038,8870499,8115868
Central African Republic,CAF,2039,9093373,8321553
Central African Republic,CAF,2040,9316415,8526458
Central African Republic,CAF,2041,9540438,8729076
Central African Republic,CAF,2042,9763939,8931167
Central African Republic,CAF,2043,9986578,9134996
Central African Republic,CAF,2044,10208912,9341764
Central African Republic,CAF,2045,10430915,9550897
Central African Republic,CAF,2046,10652548,9761449
Central African Republic,CAF,2047,10873821,9972761
Central African Republic,CAF,2048,11094635,10186025
Central African Republic,CAF,2049,11314640,10400628
Central African Republic,CAF,2050,11533426,10616753
Central African Republic,CAF,2051,11751238,10834359
Central African Republic,CAF,2052,11968908,11052357
Central African Republic,CAF,2053,12186156,11271690
Central African Republic,CAF,2054,12402740,11491191
Central African Republic,CAF,2055,12618206,11710163
Central African Republic,CAF,2056,12831979,11928609
Central African Republic,CAF,2057,13043651,12146814
Central African Republic,CAF,2058,13253169,12364358
Central African Republic,CAF,2059,13459714,12580151
Central African Republic,CAF,2060,13663442,12794251
Central African Republic,CAF,2061,13865765,13005381
Central African Republic,CAF,2062,14065081,13214262
Central African Republic,CAF,2063,14261457,13423525
Central African Republic,CAF,2064,14455640,13629233
Central African Republic,CAF,2065,14646421,13830256
Central African Republic,CAF,2066,14834649,14030005
Central African Republic,CAF,2067,15019962,14229121
Central African Republic,CAF,2068,15200230,14425336
Central African Republic,CAF,2069,15376560,14618135
Central African Republic,CAF,2070,15549588,14809845
Central African Republic,CAF,2071,15718375,14997826
Central African Republic,CAF,2072,15883220,15178491
Central African Republic,CAF,2073,16043979,15355549
Central African Republic,CAF,2074,16200665,15528206
Central African Republic,CAF,2075,16353654,15697691
Central African Republic,CAF,2076,16502517,15868018
Central African Republic,CAF,2077,16647203,16035526
Central African Republic,CAF,2078,16787130,16196833
Central African Republic,CAF,2079,16922262,16350362
Central African Republic,CAF,2080,17052990,16502027
Central African Republic,CAF,2081,17179016,16652250
Central African Republic,CAF,2082,17300996,16799364
Central African Republic,CAF,2083,17419414,16945092
Central African Republic,CAF,2084,17534178,17086356
Central African Republic,CAF,2085,17645132,17221561
Central African Republic,CAF,2086,17752108,17354294
Central African Republic,CAF,2087,17855666,17483564
Central African Republic,CAF,2088,17954884,17607043
Central African Republic,CAF,2089,18048570,17724415
Central African Republic,CAF,2090,18138090,17838601
Central African Republic,CAF,2091,18223528,17951022
Central African Republic,CAF,2092,18303780,18059043
Central African Republic,CAF,2093,18379782,18162235
Central African Republic,CAF,2094,18451794,18261242
Central African Republic,CAF,2095,18519348,18358755
